Date,Sea Level (Mean),
1970/07/31,1.153,
1970/08/01,1.145,
1970/08/02,1.2,
1970/08/03,1.254,
1970/08/04,1.23,
1970/08/05,1.145,
1970/08/06,1.181,
1970/08/07,1.182,
1970/08/08,1.205,
1970/08/09,1.156,
1970/08/10,1.126,
1970/08/11,1.193,
1970/08/12,1.103,
1970/08/13,1.179,
1970/08/14,1.162,
1970/08/15,1.128,
1970/08/16,1.155,
1970/08/17,1.157,
1970/08/18,1.317,
1970/08/19,1.278,
1970/08/20,1.166,
1970/08/21,1.182,
1970/08/22,1.221,
1970/08/23,1.188,
1970/08/24,1.296,
1970/08/25,1.217,
1970/08/26,1.198,
1970/08/27,1.319,
1970/08/28,1.227,
1970/08/29,1.213,
1970/08/30,1.342,
1970/08/31,1.191,
1970/09/01,1.237,
1970/09/02,1.411,
1970/09/03,1.257,
1970/09/04,1.161,
1970/09/05,1.353,
1970/09/06,1.275,
1970/09/07,1.308,
1970/09/08,1.118,
1970/09/09,1.184,
1970/09/10,1.152,
1970/09/11,1.225,
1970/09/12,1.153,
1970/09/13,1.128,
1970/09/14,1.161,
1970/09/15,1.187,
1970/09/16,1.149,
1970/09/17,1.271,
1970/09/18,1.132,
1970/09/19,1.259,
1970/09/20,1.188,
1970/09/21,1.309,
1970/09/22,1.228,
1970/09/23,1.28,
1970/09/24,1.28,
1970/09/25,1.167,
1970/09/26,1.28,
1970/09/27,1.156,
1970/09/28,1.27,
1970/09/29,1.304,
1970/09/30,1.25,
1970/10/01,1.287,
1970/10/02,1.222,
1970/10/03,1.05,
1970/10/04,1.026,
1970/10/05,1.207,
1970/10/06,1.146,
1970/10/07,1.116,
1970/10/08,1.15,
1970/10/09,1.115,
1970/10/10,1.06,
1970/10/11,1.012,
1970/10/12,1.12,
1970/10/13,1.109,
1970/10/14,1.129,
1970/10/15,1.1,
1970/10/16,1.245,
1970/10/17,1.594,
1970/10/18,1.223,
1970/10/19,1.278,
1970/10/20,1.099,
1970/10/21,1.094,
1970/10/22,1.113,
1970/10/23,1.067,
1970/10/24,1.283,
1970/10/25,1.424,
1970/10/26,1.321,
1970/10/27,1.248,
1970/10/28,1.279,
1970/10/29,1.262,
1970/10/30,1.226,
1970/10/31,1.108,
1970/11/01,1.184,
1970/11/02,1.155,
1970/11/03,1.458,
1970/11/04,1.24,
1970/11/05,1.536,
1970/11/06,1.549,
1970/11/07,1.22,
1970/11/08,1.173,
1970/11/09,1.228,
1970/11/10,1.085,
1970/11/11,1.003,
1970/11/12,1.225,
1970/11/13,1.253,
1970/11/14,1.503,
1970/11/15,1.244,
1970/11/16,1.4,
1970/11/17,1.223,
1970/11/18,1.155,
1970/11/19,1.131,
1970/11/20,1.145,
1970/11/21,1.117,
1970/11/22,1.1,
1970/11/23,1.288,
1970/11/24,1.427,
1970/11/25,1.395,
1970/11/26,1.243,
1970/11/27,1.263,
1970/11/28,1.197,
1970/11/29,1.247,
1970/11/30,1.088,
1970/12/01,1.168,
1970/12/02,1.183,
1970/12/03,1.252,
1970/12/04,1.374,
1970/12/05,1.985,
1970/12/06,1.552,
1970/12/07,1.995,
1970/12/08,1.311,
1970/12/09,1.151,
1970/12/10,1.443,
1970/12/11,1.474,
1970/12/12,1.305,
1970/12/13,1.322,
1970/12/14,1.578,
1970/12/15,1.326,
1970/12/16,1.246,
1970/12/17,1.207,
1970/12/18,1.546,
1970/12/19,1.372,
1970/12/20,1.542,
1970/12/21,1.462,
1970/12/22,1.475,
1970/12/23,1.398,
1970/12/24,1.449,
1970/12/25,1.948,
1970/12/26,1.507,
1970/12/27,1.675,
1970/12/28,1.399,
1970/12/29,1.372,
1970/12/30,1.453,
1970/12/31,1.421,
1971/01/01,1.341,
1971/01/02,1.523,
1971/01/03,1.375,
1971/01/04,1.338,
1971/01/05,1.25,
1971/01/06,1.186,
1971/01/07,1.376,
1971/01/08,1.565,
1971/01/09,1.319,
1971/01/10,1.265,
1971/01/11,1.198,
1971/01/12,1.318,
1971/01/13,1.339,
1971/01/14,1.202,
1971/01/15,1.423,
1971/01/16,1.569,
1971/01/17,1.192,
1971/01/18,1.403,
1971/01/19,1.385,
1971/01/20,1.468,
1971/01/21,1.285,
1971/01/22,1.362,
1971/01/23,1.224,
1971/01/24,1.352,
1971/01/25,1.168,
1971/01/26,1.238,
1971/01/27,1.462,
1971/01/28,1.057,
1971/01/29,1.142,
1971/01/30,1.11,
1971/01/31,1.196,
1971/02/01,1.376,
1971/02/02,1.213,
1971/02/03,1.188,
1971/02/04,1.259,
1971/02/05,1.225,
1971/02/06,1.213,
1971/02/07,1.064,
1971/02/08,1.068,
1971/02/09,1.114,
1971/02/10,1.068,
1971/02/11,1.005,
1971/02/12,0.984,
1971/02/13,1.062,
1971/02/14,1.349,
1971/02/15,1.288,
1971/02/16,1.237,
1971/02/17,1.211,
1971/02/18,1.156,
1971/02/19,1.193,
1971/02/20,1.18,
1971/02/21,1.294,
1971/02/22,1.219,
1971/02/23,1.187,
1971/02/24,1.167,
1971/02/25,1.189,
1971/02/26,1.158,
1971/02/27,1.034,
1971/02/28,1.198,
1971/03/01,1.144,
1971/03/02,1.332,
1971/03/03,1.259,
1971/03/04,1.416,
1971/03/05,1.528,
1971/03/06,1.462,
1971/03/07,1.242,
1971/03/08,1.314,
1971/03/09,1.225,
1971/03/10,1.106,
1971/03/11,1.093,
1971/03/12,1.285,
1971/03/13,1.117,
1971/03/14,1.129,
1971/03/15,1.11,
1971/03/16,1.178,
1971/03/17,1.258,
1971/03/18,1.369,
1971/03/19,1.335,
1971/03/20,1.395,
1971/03/21,1.5,
1971/03/22,1.415,
1971/03/23,1.257,
1971/03/24,1.49,
1971/03/25,1.275,
1971/03/26,1.105,
1971/03/27,1.083,
1971/03/28,1.415,
1971/03/29,1.313,
1971/03/30,1.242,
1971/03/31,1.245,
1971/04/01,1.397,
1971/04/02,1.088,
1971/04/03,1.098,
1971/04/04,1.09,
1971/04/05,1.06,
1971/04/06,1.071,
1971/04/07,1.113,
1971/04/08,1.368,
1971/04/09,1.267,
1971/04/10,0.981,
1971/04/11,1.05,
1971/04/12,0.976,
1971/04/13,1.092,
1971/04/14,1.219,
1971/04/15,1.295,
1971/04/16,1.216,
1971/04/17,1.243,
1971/04/18,1.311,
1971/04/19,1.236,
1971/04/20,1.316,
1971/04/21,1.45,
1971/04/22,1.349,
1971/04/23,1.273,
1971/04/24,1.177,
1971/04/25,1.185,
1971/04/26,1.236,
1971/04/27,1.211,
1971/04/28,1.287,
1971/04/29,1.165,
1971/04/30,1.295,
1971/05/01,1.218,
1971/05/02,1.162,
1971/05/03,1.103,
1971/05/04,1.177,
1971/05/05,1.131,
1971/05/06,1.089,
1971/05/07,1.081,
1971/05/08,0.979,
1971/05/09,0.955,
1971/05/10,1.067,
1971/05/11,1.127,
1971/05/12,1.04,
1971/05/13,1.047,
1971/05/14,1.199,
1971/05/15,1.154,
1971/05/16,1.087,
1971/05/17,1.153,
1971/05/18,1.15,
1971/05/19,1.072,
1971/05/20,1.113,
1971/05/21,1.002,
1971/05/22,1.092,
1971/05/23,1.148,
1971/05/24,1.42,
1971/05/25,1.107,
1971/05/26,1.193,
1971/05/27,1.124,
1971/05/28,1.092,
1971/05/29,1.085,
1971/05/30,1.098,
1971/05/31,1.24,
1971/06/01,1.158,
1971/06/02,1.01,
1971/06/03,0.878,
1971/06/04,1.125,
1971/06/05,1.178,
1971/06/06,1.225,
1971/06/07,1.145,
1971/06/08,1.177,
1971/06/09,1.197,
1971/06/10,1.14,
1971/06/11,1.127,
1971/06/12,1.123,
1971/06/13,1.137,
1971/06/14,1.099,
1971/06/15,1.108,
1971/06/16,1.096,
1971/06/17,1.083,
1971/06/18,1.004,
1971/06/19,1.042,
1971/06/20,1.142,
1971/06/21,1.14,
1971/06/22,1.188,
1971/06/23,1.126,
1971/06/24,1.166,
1971/06/25,1.118,
1971/06/26,1.232,
1971/06/27,1.236,
1971/06/28,1.327,
1971/06/29,1.086,
1971/06/30,1.099,
1971/07/01,1.308,
1971/07/02,1.255,
1971/07/03,1.227,
1971/07/04,1.063,
1971/07/05,1.048,
1971/07/06,1.114,
1971/07/07,1.146,
1971/07/08,1.181,
1971/07/09,1.113,
1971/07/10,1.141,
1971/07/11,1.225,
1971/07/12,1.215,
1971/07/13,1.127,
1971/07/14,1.054,
1971/07/15,1.215,
1971/07/16,1.063,
1971/07/17,1.052,
1971/07/18,1.099,
1971/07/19,1.121,
1971/07/20,1.188,
1971/07/21,1.094,
1971/07/22,1.042,
1971/07/23,1.059,
1971/07/24,1.083,
1971/07/25,1.171,
1971/07/26,1.114,
1971/07/27,1.094,
1971/07/28,1.108,
1971/07/29,1.053,
1971/07/30,1.068,
1971/07/31,1.063,
1971/08/03,0.99,
1971/08/04,1.021,
1971/08/05,1.138,
1971/08/06,1.168,
1971/08/11,1.093,
1971/08/12,1.157,
1971/08/13,1.075,
1971/08/14,1.077,
1971/08/15,1.216,
1971/08/16,1.413,
1971/08/17,1.159,
1971/08/18,1.268,
1971/08/19,1.1,
1971/08/20,1.083,
1971/08/21,1.251,
1971/08/22,1.268,
1971/08/23,1.191,
1971/08/24,1.145,
1971/08/25,1.097,
1971/08/26,1.063,
1971/08/27,1.031,
1971/08/28,1.023,
1971/08/29,1.175,
1971/08/30,1.155,
1971/08/31,1.156,
1971/09/01,1.151,
1971/09/02,1.068,
1971/09/03,1.015,
1971/09/04,1.248,
1971/09/05,1.208,
1971/09/06,1.105,
1971/09/07,0.986,
1971/09/08,1.101,
1971/09/09,1.189,
1971/09/10,1.205,
1971/09/11,1.285,
1971/09/12,1.198,
1971/09/13,1.188,
1971/09/14,1.212,
1971/09/15,1.192,
1971/09/16,1.191,
1971/09/17,1.091,
1971/09/18,1.125,
1971/09/19,1.146,
1971/09/20,1.028,
1971/09/21,1.052,
1971/09/22,1.155,
1971/09/23,1.104,
1971/09/24,1.241,
1971/09/25,1.127,
1971/09/26,1.217,
1971/09/27,1.298,
1971/09/28,1.176,
1971/09/29,1.056,
1971/09/30,1.32,
1971/10/09,1.094,
1971/10/10,1.153,
1971/10/11,1.303,
1971/10/12,1.082,
1971/10/13,1.125,
1971/10/14,1.185,
1971/10/15,1.185,
1971/10/16,1.179,
1971/10/17,1.206,
1971/10/18,1.008,
1971/10/19,1.256,
1971/10/20,1.042,
1971/10/21,1.157,
1971/10/22,1.12,
1971/10/23,1.254,
1971/10/24,1.13,
1971/10/25,1.135,
1971/10/26,1.196,
1971/10/27,1.245,
1971/10/28,1.14,
1971/10/29,1.131,
1971/10/30,1.295,
1971/10/31,1.228,
1971/11/01,1.1,
1971/11/02,1.235,
1971/11/03,1.34,
1971/11/04,1.334,
1971/11/05,1.16,
1971/11/06,1.058,
1971/11/07,1.01,
1971/11/08,1.51,
1971/11/09,1.578,
1971/11/10,1.274,
1971/11/11,1.423,
1971/11/12,1.206,
1971/11/13,1.37,
1971/11/14,1.563,
1971/11/15,1.716,
1971/11/16,1.976,
1971/11/17,1.484,
1971/11/18,1.347,
1971/11/19,1.133,
1971/11/20,1.159,
1971/11/21,1.431,
1971/11/22,1.444,
1971/11/23,1.28,
1971/11/24,1.161,
1971/11/25,1.078,
1971/11/26,1.28,
1971/11/27,1.038,
1971/11/28,1.416,
1971/11/29,1.22,
1971/11/30,1.455,
1971/12/01,1.521,
1971/12/02,1.438,
1971/12/03,1.121,
1971/12/04,1.33,
1971/12/05,1.317,
1971/12/06,1.11,
1971/12/07,1.306,
1971/12/08,1.276,
1971/12/09,1.128,
1971/12/10,1.165,
1971/12/11,1.15,
1971/12/12,1.051,
1971/12/13,1.465,
1971/12/14,1.254,
1971/12/15,1.225,
1971/12/16,1.326,
1971/12/17,1.365,
1971/12/18,1.526,
1971/12/19,1.342,
1971/12/20,1.035,
1971/12/21,1.204,
1971/12/22,1.29,
1971/12/23,1.092,
1971/12/24,0.993,
1971/12/25,1.53,
1971/12/26,1.295,
1971/12/27,1.322,
1971/12/28,1.33,
1971/12/29,1.174,
1971/12/30,1.317,
1971/12/31,1.478,
1972/01/01,1.158,
1972/01/02,1.12,
1972/01/03,1.268,
1972/01/04,0.983,
1972/01/05,1.458,
1972/01/06,1.319,
1972/01/07,1.211,
1972/01/08,1.371,
1972/01/09,1.041,
1972/01/10,1.198,
1972/01/11,1.284,
1972/01/12,1.271,
1972/01/13,1.13,
1972/01/14,1.215,
1972/01/15,1.139,
1972/01/16,1.329,
1972/01/17,1.225,
1972/01/18,1.005,
1972/01/19,1.07,
1972/01/20,1.088,
1972/01/21,1.39,
1972/01/22,1.046,
1972/01/23,1.165,
1972/01/24,1.209,
1972/01/25,1.031,
1972/01/26,0.969,
1972/01/27,1.431,
1972/01/28,1.268,
1972/01/29,1.265,
1972/01/30,1.144,
1972/01/31,1.286,
1972/02/01,1.093,
1972/02/02,0.939,
1972/02/03,1.145,
1972/02/04,1.13,
1972/02/05,1.194,
1972/02/06,1.094,
1972/02/07,1.303,
1972/02/08,1.314,
1972/02/09,1.29,
1972/02/10,1.211,
1972/02/11,1.13,
1972/02/12,1.106,
1972/02/13,1.06,
1972/02/14,1.282,
1972/02/15,1.262,
1972/02/16,1.333,
1972/02/17,0.985,
1972/02/18,1.218,
1972/02/19,1.067,
1972/02/20,1.473,
1972/02/21,1.435,
1972/02/22,1.219,
1972/02/23,1.113,
1972/02/24,1.249,
1972/02/25,1.103,
1972/02/26,1.026,
1972/02/27,1.18,
1972/02/28,1.033,
1972/02/29,1.035,
1972/03/01,1.145,
1972/03/02,1.128,
1972/03/03,1.115,
1972/03/04,1.218,
1972/03/05,1.125,
1972/03/06,1.175,
1972/03/07,1.07,
1972/03/08,0.962,
1972/03/09,1.178,
1972/03/10,1.158,
1972/03/11,0.909,
1972/03/12,0.833,
1972/03/13,1.143,
1972/03/14,1.076,
1972/03/15,0.903,
1972/03/16,1.135,
1972/03/17,1.032,
1972/03/18,1.061,
1972/03/19,1.074,
1972/03/20,1.148,
1972/03/21,1.186,
1972/03/22,1.167,
1972/03/23,1.246,
1972/03/24,1.297,
1972/03/25,1.362,
1972/03/26,1.32,
1972/03/27,1.403,
1972/03/28,1.491,
1972/03/29,1.457,
1972/03/30,1.18,
1972/03/31,0.995,
1972/04/01,1.273,
1972/04/02,1.05,
1972/04/03,1.202,
1972/04/04,1.226,
1972/04/05,1.183,
1972/04/06,1.118,
1972/04/07,1.333,
1972/04/08,1.257,
1972/04/09,1.717,
1972/04/10,1.245,
1972/04/11,1.167,
1972/04/12,1.118,
1972/04/13,1.005,
1972/04/14,1.275,
1972/04/15,1.009,
1972/04/16,1.126,
1972/04/17,1.177,
1972/04/18,1.275,
1972/04/19,1.098,
1972/04/20,1.269,
1972/04/21,1.319,
1972/04/22,1.248,
1972/04/23,1.16,
1972/04/24,1.138,
1972/04/25,1.147,
1972/04/26,1.17,
1972/04/27,1.159,
1972/04/28,1.157,
1972/04/29,1.069,
1972/04/30,1.01,
1972/05/01,1.166,
1972/05/02,1.157,
1972/05/03,1.21,
1972/05/04,1.195,
1972/05/05,1.233,
1972/05/06,1.103,
1972/05/07,1.127,
1972/05/08,1.086,
1972/05/09,1.123,
1972/05/10,1.472,
1972/05/11,1.075,
1972/05/12,1.246,
1972/05/13,1.092,
1972/05/14,1.087,
1972/05/15,1.033,
1972/05/16,1.062,
1972/05/17,1.145,
1972/05/18,1.176,
1972/05/19,1.126,
1972/05/20,0.962,
1972/05/21,1.293,
1972/05/22,1.184,
1972/05/23,1.19,
1972/05/24,1.19,
1972/05/25,1.145,
1972/05/26,1.086,
1972/05/27,1.033,
1972/05/28,1.106,
1972/05/29,1.153,
1972/05/30,1.106,
1972/05/31,1.123,
1972/06/01,1.15,
1972/06/02,1.13,
1972/06/03,1.099,
1972/06/04,1.089,
1972/06/05,1.198,
1972/06/06,1.155,
1972/06/07,1.256,
1972/06/08,1.255,
1972/06/09,1.222,
1972/06/10,1.283,
1972/06/11,1.335,
1972/06/12,1.094,
1972/06/13,1.14,
1972/06/14,1.131,
1972/06/15,1.097,
1972/06/16,1.107,
1972/06/17,1.198,
1972/06/18,1.021,
1972/06/19,1.018,
1972/06/20,1.08,
1972/06/21,1.115,
1972/06/22,1.215,
1972/06/23,1.192,
1972/06/24,1.108,
1972/06/25,1.167,
1972/06/26,1.163,
1972/06/27,1.223,
1972/06/28,1.13,
1972/06/29,1.128,
1972/06/30,1.169,
1972/07/01,1.233,
1972/07/02,1.219,
1972/07/03,1.178,
1972/07/04,1.15,
1972/07/05,1.128,
1972/07/06,1.13,
1972/07/07,1.105,
1972/07/08,1.084,
1972/07/09,1.09,
1972/07/10,1.075,
1972/07/11,1.055,
1972/07/12,1.089,
1972/07/13,1.095,
1972/07/14,1.173,
1972/07/15,1.145,
1972/07/16,1.096,
1972/07/17,1.203,
1972/07/18,1.183,
1972/07/19,1.14,
1972/07/20,1.11,
1972/07/21,1.117,
1972/07/22,1.242,
1972/07/23,1.336,
1972/07/24,1.33,
1972/07/25,1.295,
1972/07/26,1.333,
1972/07/27,1.323,
1972/07/28,1.211,
1972/07/29,1.182,
1972/07/30,1.165,
1972/07/31,1.127,
1972/08/01,1.129,
1972/08/02,1.232,
1972/08/03,1.113,
1972/08/04,1.237,
1972/08/05,1.168,
1972/08/06,1.16,
1972/08/07,1.15,
1972/11/03,1.586,
1972/11/04,1.349,
1972/11/05,1.218,
1972/11/06,1.161,
1972/11/07,1.225,
1972/11/08,1.259,
1972/11/09,1.379,
1972/11/10,1.575,
1972/11/11,1.546,
1972/11/12,1.279,
1972/11/13,1.241,
1972/11/14,1.205,
1972/11/15,1.528,
1972/11/16,1.34,
1972/11/17,1.261,
1972/11/18,1.512,
1972/11/19,1.308,
1972/11/20,1.132,
1972/11/21,1.458,
1972/11/22,1.254,
1972/11/23,1.337,
1972/11/24,1.263,
1972/11/25,1.384,
1972/11/26,1.108,
1972/11/27,1.186,
1972/11/28,1.057,
1972/11/29,1.198,
1972/11/30,1.124,
1972/12/01,1.247,
1972/12/02,0.871,
1972/12/03,1.492,
1972/12/04,1.253,
1972/12/05,1.28,
1972/12/06,1.155,
1972/12/07,1.266,
1972/12/08,1.04,
1972/12/09,1.274,
1972/12/10,1.296,
1972/12/11,1.45,
1972/12/12,1.149,
1972/12/13,1.375,
1972/12/14,1.258,
1972/12/15,1.309,
1972/12/16,1.524,
1972/12/17,1.531,
1972/12/18,1.478,
1972/12/19,1.377,
1972/12/20,1.449,
1972/12/21,1.26,
1972/12/22,1.313,
1972/12/23,1.291,
1972/12/24,1.227,
1972/12/25,1.299,
1972/12/26,1.338,
1972/12/27,1.482,
1972/12/28,1.532,
1972/12/29,1.45,
1972/12/30,1.053,
1972/12/31,1.039,
1973/01/01,1.133,
1973/01/02,1.274,
1973/01/03,1.421,
1973/01/04,1.262,
1973/01/05,1.473,
1973/01/06,1.423,
1973/01/07,1.773,
1973/01/08,1.565,
1973/01/09,1.373,
1973/01/10,1.35,
1973/01/11,1.248,
1973/01/12,1.459,
1973/01/13,1.183,
1973/01/14,1.235,
1973/01/15,1.295,
1973/01/16,1.282,
1973/01/17,1.434,
1973/01/18,1.158,
1973/01/19,1.249,
1973/01/20,1.459,
1973/01/21,1.553,
1973/01/22,1.155,
1973/01/23,1.257,
1973/01/24,1.225,
1973/01/25,1.251,
1973/01/26,1.281,
1973/01/27,1.319,
1973/01/28,1.344,
1973/01/29,1.374,
1973/01/30,1.314,
1973/01/31,1.433,
1973/02/01,0.82,
1973/02/02,1.061,
1973/02/03,1.183,
1973/02/04,1.241,
1973/02/05,1.158,
1973/02/06,1.054,
1973/02/07,1.058,
1973/02/08,1.05,
1973/02/09,1.375,
1973/02/10,1.22,
1973/02/11,1.361,
1973/02/12,1.486,
1973/02/13,1.37,
1973/02/14,1.205,
1973/02/15,1.122,
1973/02/16,1.478,
1973/02/17,1.473,
1973/02/18,1.392,
1973/02/19,1.078,
1973/02/20,1.063,
1973/02/21,1.083,
1973/02/22,1.395,
1973/02/23,1.514,
1973/02/24,1.298,
1973/02/25,1.222,
1973/02/26,1.111,
1973/02/27,1.137,
1973/02/28,1.211,
1973/03/01,1.059,
1973/03/02,1.148,
1973/03/03,0.892,
1973/03/04,0.762,
1973/03/05,1.068,
1973/03/06,0.988,
1973/03/07,0.761,
1973/03/08,0.888,
1973/03/09,1.1,
1973/03/10,1.022,
1973/03/11,1.005,
1973/03/12,1.253,
1973/03/13,1.46,
1973/03/14,1.442,
1973/03/15,1.285,
1973/03/16,1.33,
1973/03/17,1.221,
1973/03/18,1.379,
1973/03/19,1.442,
1973/03/20,1.495,
1973/03/21,1.328,
1973/03/22,1.217,
1973/03/23,1.209,
1973/03/24,1.195,
1973/03/25,1.267,
1973/03/26,1.194,
1973/03/27,1.481,
1973/03/28,1.123,
1973/03/29,0.951,
1973/03/30,1.178,
1973/03/31,1.136,
1973/04/01,1.101,
1973/04/02,1.137,
1973/04/03,1.203,
1973/04/04,1.203,
1973/04/05,1.258,
1973/04/06,1.378,
1973/04/07,1.377,
1973/04/08,1.27,
1973/04/09,1.351,
1973/04/10,1.239,
1973/04/11,1.419,
1973/04/12,1.283,
1973/04/13,1.198,
1973/04/14,1.115,
1973/04/15,1.009,
1973/04/16,1.112,
1973/04/17,1.114,
1973/04/18,1.062,
1973/04/19,1.145,
1973/04/20,1.117,
1973/04/21,1.1,
1973/04/22,1.185,
1973/04/23,1.255,
1973/04/24,1.247,
1973/04/25,1.206,
1973/04/26,1.168,
1973/04/27,1.119,
1973/04/28,1.073,
1973/04/29,1.071,
1973/04/30,1.055,
1973/05/01,1.012,
1973/05/02,0.915,
1973/05/03,0.952,
1973/05/04,1.11,
1973/05/05,1.19,
1973/05/06,1.17,
1973/05/07,1.196,
1973/05/08,1.212,
1973/05/09,1.12,
1973/05/10,1.09,
1973/05/11,1.103,
1973/05/12,1.203,
1973/05/13,1.099,
1973/05/14,1.046,
1973/05/15,1.013,
1973/05/16,1.197,
1973/05/17,1.065,
1973/05/18,1.163,
1973/05/19,1.139,
1973/05/20,1.091,
1973/05/21,1.11,
1973/05/22,1.208,
1973/05/23,1.269,
1973/05/24,1.199,
1973/05/25,1.177,
1973/05/26,1.143,
1973/05/27,1.106,
1973/05/28,1.05,
1973/05/29,1.141,
1973/05/30,1.11,
1973/05/31,1.118,
1973/06/01,1.132,
1973/06/02,1.203,
1973/06/03,1.128,
1973/06/04,1.18,
1973/06/05,1.045,
1973/06/06,0.914,
1973/06/07,0.949,
1973/06/08,1.104,
1973/06/09,1.183,
1973/06/10,1.324,
1973/06/11,1.241,
1973/06/12,1.197,
1973/06/13,1.272,
1973/06/14,1.281,
1973/06/15,1.32,
1973/06/16,1.199,
1973/06/17,1.568,
1973/06/18,1.218,
1973/06/19,1.186,
1973/06/20,1.062,
1973/06/21,1.081,
1973/06/22,1.14,
1973/06/23,1.133,
1973/06/24,1.068,
1973/06/25,1.065,
1973/06/26,1.029,
1973/06/27,0.998,
1973/06/28,1.045,
1973/06/29,1.034,
1973/06/30,1.027,
1973/07/01,1.007,
1973/07/02,0.983,
1973/07/03,1.043,
1973/07/04,1.093,
1973/07/05,1.113,
1973/07/06,1.27,
1973/07/07,1.178,
1973/07/08,1.242,
1973/07/09,1.243,
1973/07/10,1.233,
1973/07/11,1.213,
1973/07/12,1.263,
1973/07/13,1.239,
1973/07/14,1.131,
1973/07/15,1.195,
1973/07/16,1.235,
1973/07/17,1.142,
1973/07/18,1.153,
1973/07/19,1.171,
1973/07/20,1.164,
1973/07/21,1.183,
1973/07/22,1.215,
1973/07/23,1.157,
1973/07/24,1.229,
1973/07/25,1.134,
1973/07/26,1.158,
1973/07/27,1.165,
1973/07/28,1.137,
1973/07/29,1.086,
1973/07/30,1.145,
1973/07/31,1.069,
1973/08/01,1.075,
1973/08/02,1.085,
1973/08/03,1.127,
1973/08/04,1.157,
1973/08/05,1.171,
1973/08/06,1.13,
1973/08/07,1.044,
1973/08/08,1.09,
1973/08/09,1.105,
1973/08/10,1.245,
1973/08/11,1.138,
1973/08/12,1.249,
1973/08/13,1.353,
1973/08/14,1.187,
1973/08/15,1.083,
1973/08/16,1.106,
1973/08/17,1.097,
1973/08/18,1.132,
1973/08/19,1.13,
1973/08/20,1.173,
1973/08/21,1.165,
1973/08/22,1.061,
1973/08/23,1.153,
1973/08/24,1.17,
1973/08/25,1.141,
1973/08/26,1.218,
1973/08/27,1.162,
1973/08/28,1.244,
1973/08/29,1.258,
1973/08/30,1.208,
1973/08/31,1.173,
1973/09/01,1.138,
1973/09/02,1.032,
1973/09/03,1.147,
1973/09/04,1.202,
1973/10/03,1.128,
1973/10/04,1.374,
1973/10/05,1.218,
1973/10/06,1.35,
1973/10/07,1.738,
1973/10/08,1.44,
1973/10/09,1.304,
1973/10/10,1.265,
1973/10/11,1.182,
1973/10/12,1.169,
1973/10/13,1.157,
1973/10/14,1.254,
1973/10/15,1.265,
1973/10/16,1.329,
1973/10/17,1.26,
1973/10/18,1.227,
1973/10/19,1.251,
1973/10/20,1.162,
1973/10/21,1.163,
1973/10/22,1.167,
1973/10/23,1.07,
1973/10/24,1.118,
1973/10/25,1.104,
1973/10/26,1.06,
1973/10/27,1.591,
1973/10/28,1.225,
1973/10/29,0.996,
1973/10/30,1.041,
1973/10/31,1.355,
1973/11/01,1.285,
1973/11/02,1.343,
1973/11/03,1.335,
1973/11/04,1.454,
1973/11/05,1.5,
1973/11/06,1.531,
1973/11/07,1.383,
1973/11/08,1.3,
1973/11/09,1.338,
1973/11/10,1.24,
1973/11/11,1.164,
1973/11/12,1.091,
1973/11/13,1.056,
1973/11/14,1.233,
1973/11/15,1.254,
1973/11/16,1.337,
1973/11/17,1.254,
1973/11/18,1.288,
1973/11/19,1.302,
1973/11/20,1.313,
1973/11/21,1.181,
1973/11/22,1.156,
1973/11/23,1.062,
1973/11/24,1.231,
1973/11/25,1.29,
1973/11/26,1.342,
1973/11/27,1.193,
1973/11/28,1.191,
1973/11/29,1.353,
1973/11/30,1.111,
1973/12/01,1.27,
1973/12/02,1.351,
1973/12/03,1.16,
1973/12/04,1.129,
1973/12/05,1.143,
1973/12/06,1.178,
1973/12/07,1.058,
1973/12/08,1.107,
1973/12/09,0.925,
1973/12/10,1.058,
1973/12/11,1.11,
1973/12/12,1.359,
1973/12/13,1.115,
1973/12/14,1.138,
1973/12/15,1.16,
1973/12/16,1.181,
1973/12/17,1.101,
1973/12/18,1.165,
1973/12/19,0.957,
1973/12/20,0.983,
1973/12/21,1.07,
1973/12/22,1.208,
1973/12/23,1.127,
1973/12/24,1.352,
1973/12/25,1.054,
1973/12/26,1.081,
1973/12/27,1.257,
1973/12/28,1.162,
1973/12/29,1.044,
1974/04/24,1.252,
1974/04/25,1.093,
1974/04/26,1.238,
1974/04/27,1.007,
1974/04/28,1.091,
1974/04/29,1.116,
1974/04/30,1.128,
1974/07/11,1.199,
1974/07/12,1.231,
1974/07/13,1.113,
1974/07/14,1.112,
1974/07/15,1.143,
1974/07/16,1.242,
1974/07/17,1.078,
1974/07/18,1.013,
1974/07/19,1.045,
1974/07/20,1.29,
1974/07/21,1.126,
1974/07/22,0.977,
1974/07/23,0.948,
1974/07/24,0.992,
1974/07/25,0.985,
1974/07/26,1.01,
1974/07/27,0.993,
1974/07/28,1.011,
1974/07/29,0.978,
1974/07/30,1.008,
1974/07/31,1.043,
1974/08/01,1.099,
1974/08/02,1.1,
1974/08/03,1.058,
1974/08/04,1.129,
1974/08/05,1.119,
1974/08/06,1.09,
1974/08/07,1.095,
1974/08/08,1.228,
1974/08/09,1.147,
1974/08/10,1.108,
1974/08/11,1.068,
1974/08/12,1.085,
1974/08/13,1.04,
1974/08/14,1.138,
1974/08/15,1.223,
1974/08/16,1.278,
1974/08/17,1.134,
1974/08/18,1.152,
